"Notes"	"Month Prenatal Care Began"	"Month Prenatal Care Began Code"	"Year"	"Year Code"	"OE Gestational Age Weekly"	"OE Gestational Age Weekly Code"	"Five Minute APGAR Score"	"Five Minute APGAR Score Code"	Births
	"3rd month"	"03"	"2017"	"2017"	"32 weeks"	"32"	"3"	"3"	41
	"3rd month"	"03"	"2017"	"2017"	"32 weeks"	"32"	"4"	"4"	68
	"3rd month"	"03"	"2017"	"2017"	"32 weeks"	"32"	"5"	"5"	92
	"3rd month"	"03"	"2017"	"2017"	"32 weeks"	"32"	"6"	"6"	191
	"3rd month"	"03"	"2017"	"2017"	"32 weeks"	"32"	"7"	"7"	507
	"3rd month"	"03"	"2017"	"2017"	"32 weeks"	"32"	"8"	"8"	1338
	"3rd month"	"03"	"2017"	"2017"	"32 weeks"	"32"	"9"	"9"	2204
	"3rd month"	"03"	"2017"	"2017"	"32 weeks"	"32"	"10"	"10"	21
"Total"	"3rd month"	"03"	"2017"	"2017"	"32 weeks"	"32"			4528
	"3rd month"	"03"	"2017"	"2017"	"33 weeks"	"33"	"0"	"0"	14
	"3rd month"	"03"	"2017"	"2017"	"33 weeks"	"33"	"1"	"1"	38
	"3rd month"	"03"	"2017"	"2017"	"33 weeks"	"33"	"2"	"2"	33
	"3rd month"	"03"	"2017"	"2017"	"33 weeks"	"33"	"3"	"3"	37
	"3rd month"	"03"	"2017"	"2017"	"33 weeks"	"33"	"4"	"4"	72
	"3rd month"	"03"	"2017"	"2017"	"33 weeks"	"33"	"5"	"5"	123
	"3rd month"	"03"	"2017"	"2017"	"33 weeks"	"33"	"6"	"6"	210
	"3rd month"	"03"	"2017"	"2017"	"33 weeks"	"33"	"7"	"7"	552
	"3rd month"	"03"	"2017"	"2017"	"33 weeks"	"33"	"8"	"8"	1683
	"3rd month"	"03"	"2017"	"2017"	"33 weeks"	"33"	"9"	"9"	3771
	"3rd month"	"03"	"2017"	"2017"	"33 weeks"	"33"	"10"	"10"	31
"Total"	"3rd month"	"03"	"2017"	"2017"	"33 weeks"	"33"			6564
	"3rd month"	"03"	"2017"	"2017"	"34 weeks"	"34"	"0"	"0"	9
	"3rd month"	"03"	"2017"	"2017"	"34 weeks"	"34"	"1"	"1"	58
	"3rd month"	"03"	"2017"	"2017"	"34 weeks"	"34"	"2"	"2"	44
	"3rd month"	"03"	"2017"	"2017"	"34 weeks"	"34"	"3"	"3"	59
	"3rd month"	"03"	"2017"	"2017"	"34 weeks"	"34"	"4"	"4"	70
	"3rd month"	"03"	"2017"	"2017"	"34 weeks"	"34"	"5"	"5"	178
	"3rd month"	"03"	"2017"	"2017"	"34 weeks"	"34"	"6"	"6"	328
	"3rd month"	"03"	"2017"	"2017"	"34 weeks"	"34"	"7"	"7"	808
	"3rd month"	"03"	"2017"	"2017"	"34 weeks"	"34"	"8"	"8"	3061
	"3rd month"	"03"	"2017"	"2017"	"34 weeks"	"34"	"9"	"9"	8758
	"3rd month"	"03"	"2017"	"2017"	"34 weeks"	"34"	"10"	"10"	85
"Total"	"3rd month"	"03"	"2017"	"2017"	"34 weeks"	"34"			13458
	"3rd month"	"03"	"2017"	"2017"	"35 weeks"	"35"	"0"	"0"	13
	"3rd month"	"03"	"2017"	"2017"	"35 weeks"	"35"	"1"	"1"	43
	"3rd month"	"03"	"2017"	"2017"	"35 weeks"	"35"	"2"	"2"	40
	"3rd month"	"03"	"2017"	"2017"	"35 weeks"	"35"	"3"	"3"	55
	"3rd month"	"03"	"2017"	"2017"	"35 weeks"	"35"	"4"	"4"	87
	"3rd month"	"03"	"2017"	"2017"	"35 weeks"	"35"	"5"	"5"	178
	"3rd month"	"03"	"2017"	"2017"	"35 weeks"	"35"	"6"	"6"	350
	"3rd month"	"03"	"2017"	"2017"	"35 weeks"	"35"	"7"	"7"	900
	"3rd month"	"03"	"2017"	"2017"	"35 weeks"	"35"	"8"	"8"	3621
	"3rd month"	"03"	"2017"	"2017"	"35 weeks"	"35"	"9"	"9"	13449
	"3rd month"	"03"	"2017"	"2017"	"35 weeks"	"35"	"10"	"10"	174
"Total"	"3rd month"	"03"	"2017"	"2017"	"35 weeks"	"35"			18910
	"3rd month"	"03"	"2017"	"2017"	"36 weeks"	"36"	"0"	"0"	20
	"3rd month"	"03"	"2017"	"2017"	"36 weeks"	"36"	"1"	"1"	57
	"3rd month"	"03"	"2017"	"2017"	"36 weeks"	"36"	"2"	"2"	81
	"3rd month"	"03"	"2017"	"2017"	"36 weeks"	"36"	"3"	"3"	88
	"3rd month"	"03"	"2017"	"2017"	"36 weeks"	"36"	"4"	"4"	143
	"3rd month"	"03"	"2017"	"2017"	"36 weeks"	"36"	"5"	"5"	260
	"3rd month"	"03"	"2017"	"2017"	"36 weeks"	"36"	"6"	"6"	549
	"3rd month"	"03"	"2017"	"2017"	"36 weeks"	"36"	"7"	"7"	1320
	"3rd month"	"03"	"2017"	"2017"	"36 weeks"	"36"	"8"	"8"	6089
	"3rd month"	"03"	"2017"	"2017"	"36 weeks"	"36"	"9"	"9"	31388
	"3rd month"	"03"	"2017"	"2017"	"36 weeks"	"36"	"10"	"10"	586
"Total"	"3rd month"	"03"	"2017"	"2017"	"36 weeks"	"36"			40581
	"3rd month"	"03"	"2017"	"2017"	"37 weeks"	"37"	"0"	"0"	35
	"3rd month"	"03"	"2017"	"2017"	"37 weeks"	"37"	"1"	"1"	89
	"3rd month"	"03"	"2017"	"2017"	"37 weeks"	"37"	"2"	"2"	110
	"3rd month"	"03"	"2017"	"2017"	"37 weeks"	"37"	"3"	"3"	163
	"3rd month"	"03"	"2017"	"2017"	"37 weeks"	"37"	"4"	"4"	268
	"3rd month"	"03"	"2017"	"2017"	"37 weeks"	"37"	"5"	"5"	444
	"3rd month"	"03"	"2017"	"2017"	"37 weeks"	"37"	"6"	"6"	856
	"3rd month"	"03"	"2017"	"2017"	"37 weeks"	"37"	"7"	"7"	2317
	"3rd month"	"03"	"2017"	"2017"	"37 weeks"	"37"	"8"	"8"	12076
	"3rd month"	"03"	"2017"	"2017"	"37 weeks"	"37"	"9"	"9"	84920
	"3rd month"	"03"	"2017"	"2017"	"37 weeks"	"37"	"10"	"10"	1945
"Total"	"3rd month"	"03"	"2017"	"2017"	"37 weeks"	"37"			103223
	"3rd month"	"03"	"2017"	"2017"	"38 weeks"	"38"	"0"	"0"	35
	"3rd month"	"03"	"2017"	"2017"	"38 weeks"	"38"	"1"	"1"	81
	"3rd month"	"03"	"2017"	"2017"	"38 weeks"	"38"	"2"	"2"	144
	"3rd month"	"03"	"2017"	"2017"	"38 weeks"	"38"	"3"	"3"	179
	"3rd month"	"03"	"2017"	"2017"	"38 weeks"	"38"	"4"	"4"	274
	"3rd month"	"03"	"2017"	"2017"	"38 weeks"	"38"	"5"	"5"	467
	"3rd month"	"03"	"2017"	"2017"	"38 weeks"	"38"	"6"	"6"	948
	"3rd month"	"03"	"2017"	"2017"	"38 weeks"	"38"	"7"	"7"	2537
	"3rd month"	"03"	"2017"	"2017"	"38 weeks"	"38"	"8"	"8"	16326
	"3rd month"	"03"	"2017"	"2017"	"38 weeks"	"38"	"9"	"9"	151062
	"3rd month"	"03"	"2017"	"2017"	"38 weeks"	"38"	"10"	"10"	4181
"Total"	"3rd month"	"03"	"2017"	"2017"	"38 weeks"	"38"			176234
	"3rd month"	"03"	"2017"	"2017"	"39 weeks"	"39"	"0"	"0"	52
	"3rd month"	"03"	"2017"	"2017"	"39 weeks"	"39"	"1"	"1"	197
	"3rd month"	"03"	"2017"	"2017"	"39 weeks"	"39"	"2"	"2"	246
	"3rd month"	"03"	"2017"	"2017"	"39 weeks"	"39"	"3"	"3"	341
	"3rd month"	"03"	"2017"	"2017"	"39 weeks"	"39"	"4"	"4"	471
	"3rd month"	"03"	"2017"	"2017"	"39 weeks"	"39"	"5"	"5"	934
	"3rd month"	"03"	"2017"	"2017"	"39 weeks"	"39"	"6"	"6"	1846
	"3rd month"	"03"	"2017"	"2017"	"39 weeks"	"39"	"7"	"7"	5111
	"3rd month"	"03"	"2017"	"2017"	"39 weeks"	"39"	"8"	"8"	37523
	"3rd month"	"03"	"2017"	"2017"	"39 weeks"	"39"	"9"	"9"	382738
	"3rd month"	"03"	"2017"	"2017"	"39 weeks"	"39"	"10"	"10"	11766
"Total"	"3rd month"	"03"	"2017"	"2017"	"39 weeks"	"39"			441225
	"3rd month"	"03"	"2017"	"2017"	"40 weeks"	"40"	"0"	"0"	44
	"3rd month"	"03"	"2017"	"2017"	"40 weeks"	"40"	"1"	"1"	117
	"3rd month"	"03"	"2017"	"2017"	"40 weeks"	"40"	"2"	"2"	187
	"3rd month"	"03"	"2017"	"2017"	"40 weeks"	"40"	"3"	"3"	235
	"3rd month"	"03"	"2017"	"2017"	"40 weeks"	"40"	"4"	"4"	376
	"3rd month"	"03"	"2017"	"2017"	"40 weeks"	"40"	"5"	"5"	678
	"3rd month"	"03"	"2017"	"2017"	"40 weeks"	"40"	"6"	"6"	1318
	"3rd month"	"03"	"2017"	"2017"	"40 weeks"	"40"	"7"	"7"	3505
	"3rd month"	"03"	"2017"	"2017"	"40 weeks"	"40"	"8"	"8"	21670
	"3rd month"	"03"	"2017"	"2017"	"40 weeks"	"40"	"9"	"9"	213893
	"3rd month"	"03"	"2017"	"2017"	"40 weeks"	"40"	"10"	"10"	7792
"Total"	"3rd month"	"03"	"2017"	"2017"	"40 weeks"	"40"			249815
	"3rd month"	"03"	"2017"	"2017"	"41 weeks"	"41"	"0"	"0"	17
	"3rd month"	"03"	"2017"	"2017"	"41 weeks"	"41"	"1"	"1"	60
	"3rd month"	"03"	"2017"	"2017"	"41 weeks"	"41"	"2"	"2"	93
	"3rd month"	"03"	"2017"	"2017"	"41 weeks"	"41"	"3"	"3"	117
	"3rd month"	"03"	"2017"	"2017"	"41 weeks"	"41"	"4"	"4"	170
	"3rd month"	"03"	"2017"	"2017"	"41 weeks"	"41"	"5"	"5"	279
	"3rd month"	"03"	"2017"	"2017"	"41 weeks"	"41"	"6"	"6"	575
	"3rd month"	"03"	"2017"	"2017"	"41 weeks"	"41"	"7"	"7"	1471
	"3rd month"	"03"	"2017"	"2017"	"41 weeks"	"41"	"8"	"8"	7758
	"3rd month"	"03"	"2017"	"2017"	"41 weeks"	"41"	"9"	"9"	69063
	"3rd month"	"03"	"2017"	"2017"	"41 weeks"	"41"	"10"	"10"	2516
"Total"	"3rd month"	"03"	"2017"	"2017"	"41 weeks"	"41"			82119
	"3rd month"	"03"	"2017"	"2017"	"42 weeks"	"42"	"0"	"0"	0
	"3rd month"	"03"	"2017"	"2017"	"42 weeks"	"42"	"1"	"1"	2
	"3rd month"	"03"	"2017"	"2017"	"42 weeks"	"42"	"2"	"2"	8
	"3rd month"	"03"	"2017"	"2017"	"42 weeks"	"42"	"3"	"3"	9
	"3rd month"	"03"	"2017"	"2017"	"42 weeks"	"42"	"4"	"4"	10
	"3rd month"	"03"	"2017"	"2017"	"42 weeks"	"42"	"5"	"5"	20
	"3rd month"	"03"	"2017"	"2017"	"42 weeks"	"42"	"6"	"6"	46
	"3rd month"	"03"	"2017"	"2017"	"42 weeks"	"42"	"7"	"7"	90
	"3rd month"	"03"	"2017"	"2017"	"42 weeks"	"42"	"8"	"8"	398
	"3rd month"	"03"	"2017"	"2017"	"42 weeks"	"42"	"9"	"9"	3033
	"3rd month"	"03"	"2017"	"2017"	"42 weeks"	"42"	"10"	"10"	253
"Total"	"3rd month"	"03"	"2017"	"2017"	"42 weeks"	"42"			3869
	"3rd month"	"03"	"2017"	"2017"	"43 weeks"	"43"	"0"	"0"	0
	"3rd month"	"03"	"2017"	"2017"	"43 weeks"	"43"	"1"	"1"	0
	"3rd month"	"03"	"2017"	"2017"	"43 weeks"	"43"	"2"	"2"	1
	"3rd month"	"03"	"2017"	"2017"	"43 weeks"	"43"	"3"	"3"	0
	"3rd month"	"03"	"2017"	"2017"	"43 weeks"	"43"	"4"	"4"	0
	"3rd month"	"03"	"2017"	"2017"	"43 weeks"	"43"	"5"	"5"	0
	"3rd month"	"03"	"2017"	"2017"	"43 weeks"	"43"	"6"	"6"	1
	"3rd month"	"03"	"2017"	"2017"	"43 weeks"	"43"	"7"	"7"	3
	"3rd month"	"03"	"2017"	"2017"	"43 weeks"	"43"	"8"	"8"	22
	"3rd month"	"03"	"2017"	"2017"	"43 weeks"	"43"	"9"	"9"	124
	"3rd month"	"03"	"2017"	"2017"	"43 weeks"	"43"	"10"	"10"	8
"Total"	"3rd month"	"03"	"2017"	"2017"	"43 weeks"	"43"			159
	"3rd month"	"03"	"2017"	"2017"	"44 weeks"	"44"	"0"	"0"	0
	"3rd month"	"03"	"2017"	"2017"	"44 weeks"	"44"	"1"	"1"	0
	"3rd month"	"03"	"2017"	"2017"	"44 weeks"	"44"	"2"	"2"	0
	"3rd month"	"03"	"2017"	"2017"	"44 weeks"	"44"	"3"	"3"	0
	"3rd month"	"03"	"2017"	"2017"	"44 weeks"	"44"	"4"	"4"	0
	"3rd month"	"03"	"2017"	"2017"	"44 weeks"	"44"	"5"	"5"	0
	"3rd month"	"03"	"2017"	"2017"	"44 weeks"	"44"	"6"	"6"	0
	"3rd month"	"03"	"2017"	"2017"	"44 weeks"	"44"	"7"	"7"	0
	"3rd month"	"03"	"2017"	"2017"	"44 weeks"	"44"	"8"	"8"	5
	"3rd month"	"03"	"2017"	"2017"	"44 weeks"	"44"	"9"	"9"	50
	"3rd month"	"03"	"2017"	"2017"	"44 weeks"	"44"	"10"	"10"	3
"Total"	"3rd month"	"03"	"2017"	"2017"	"44 weeks"	"44"			58
	"3rd month"	"03"	"2017"	"2017"	"45 weeks"	"45"	"0"	"0"	0
	"3rd month"	"03"	"2017"	"2017"	"45 weeks"	"45"	"1"	"1"	0
	"3rd month"	"03"	"2017"	"2017"	"45 weeks"	"45"	"2"	"2"	0
	"3rd month"	"03"	"2017"	"2017"	"45 weeks"	"45"	"3"	"3"	0
	"3rd month"	"03"	"2017"	"2017"	"45 weeks"	"45"	"4"	"4"	0
	"3rd month"	"03"	"2017"	"2017"	"45 weeks"	"45"	"5"	"5"	1
	"3rd month"	"03"	"2017"	"2017"	"45 weeks"	"45"	"6"	"6"	0
	"3rd month"	"03"	"2017"	"2017"	"45 weeks"	"45"	"7"	"7"	0
	"3rd month"	"03"	"2017"	"2017"	"45 weeks"	"45"	"8"	"8"	0
	"3rd month"	"03"	"2017"	"2017"	"45 weeks"	"45"	"9"	"9"	12
	"3rd month"	"03"	"2017"	"2017"	"45 weeks"	"45"	"10"	"10"	1
"Total"	"3rd month"	"03"	"2017"	"2017"	"45 weeks"	"45"			14
	"3rd month"	"03"	"2017"	"2017"	"46 weeks"	"46"	"0"	"0"	0
	"3rd month"	"03"	"2017"	"2017"	"46 weeks"	"46"	"1"	"1"	0
	"3rd month"	"03"	"2017"	"2017"	"46 weeks"	"46"	"2"	"2"	0
	"3rd month"	"03"	"2017"	"2017"	"46 weeks"	"46"	"3"	"3"	0
	"3rd month"	"03"	"2017"	"2017"	"46 weeks"	"46"	"4"	"4"	0
	"3rd month"	"03"	"2017"	"2017"	"46 weeks"	"46"	"5"	"5"	0
	"3rd month"	"03"	"2017"	"2017"	"46 weeks"	"46"	"6"	"6"	0
	"3rd month"	"03"	"2017"	"2017"	"46 weeks"	"46"	"7"	"7"	0
	"3rd month"	"03"	"2017"	"2017"	"46 weeks"	"46"	"8"	"8"	0
	"3rd month"	"03"	"2017"	"2017"	"46 weeks"	"46"	"9"	"9"	8
	"3rd month"	"03"	"2017"	"2017"	"46 weeks"	"46"	"10"	"10"	0
"Total"	"3rd month"	"03"	"2017"	"2017"	"46 weeks"	"46"			8
	"3rd month"	"03"	"2017"	"2017"	"47 weeks"	"47"	"0"	"0"	0
	"3rd month"	"03"	"2017"	"2017"	"47 weeks"	"47"	"1"	"1"	0
	"3rd month"	"03"	"2017"	"2017"	"47 weeks"	"47"	"2"	"2"	0
	"3rd month"	"03"	"2017"	"2017"	"47 weeks"	"47"	"3"	"3"	0
	"3rd month"	"03"	"2017"	"2017"	"47 weeks"	"47"	"4"	"4"	0
	"3rd month"	"03"	"2017"	"2017"	"47 weeks"	"47"	"5"	"5"	0
	"3rd month"	"03"	"2017"	"2017"	"47 weeks"	"47"	"6"	"6"	0
	"3rd month"	"03"	"2017"	"2017"	"47 weeks"	"47"	"7"	"7"	0
	"3rd month"	"03"	"2017"	"2017"	"47 weeks"	"47"	"8"	"8"	0
	"3rd month"	"03"	"2017"	"2017"	"47 weeks"	"47"	"9"	"9"	2
	"3rd month"	"03"	"2017"	"2017"	"47 weeks"	"47"	"10"	"10"	1
"Total"	"3rd month"	"03"	"2017"	"2017"	"47 weeks"	"47"			3
"Total"	"3rd month"	"03"	"2017"	"2017"					1155119
	"3rd month"	"03"	"2018"	"2018"	"17 weeks"	"17"	"0"	"0"	4
	"3rd month"	"03"	"2018"	"2018"	"17 weeks"	"17"	"1"	"1"	29
	"3rd month"	"03"	"2018"	"2018"	"17 weeks"	"17"	"2"	"2"	10
	"3rd month"	"03"	"2018"	"2018"	"17 weeks"	"17"	"3"	"3"	0
	"3rd month"	"03"	"2018"	"2018"	"17 weeks"	"17"	"4"	"4"	0
	"3rd month"	"03"	"2018"	"2018"	"17 weeks"	"17"	"5"	"5"	0
	"3rd month"	"03"	"2018"	"2018"	"17 weeks"	"17"	"6"	"6"	0
	"3rd month"	"03"	"2018"	"2018"	"17 weeks"	"17"	"7"	"7"	0
	"3rd month"	"03"	"2018"	"2018"	"17 weeks"	"17"	"8"	"8"	0
	"3rd month"	"03"	"2018"	"2018"	"17 weeks"	"17"	"9"	"9"	0
	"3rd month"	"03"	"2018"	"2018"	"17 weeks"	"17"	"10"	"10"	0
"Total"	"3rd month"	"03"	"2018"	"2018"	"17 weeks"	"17"			43
	"3rd month"	"03"	"2018"	"2018"	"18 weeks"	"18"	"0"	"0"	11
	"3rd month"	"03"	"2018"	"2018"	"18 weeks"	"18"	"1"	"1"	67
	"3rd month"	"03"	"2018"	"2018"	"18 weeks"	"18"	"2"	"2"	11
	"3rd month"	"03"	"2018"	"2018"	"18 weeks"	"18"	"3"	"3"	6
	"3rd month"	"03"	"2018"	"2018"	"18 weeks"	"18"	"4"	"4"	1
	"3rd month"	"03"	"2018"	"2018"	"18 weeks"	"18"	"5"	"5"	1
	"3rd month"	"03"	"2018"	"2018"	"18 weeks"	"18"	"6"	"6"	0
	"3rd month"	"03"	"2018"	"2018"	"18 weeks"	"18"	"7"	"7"	0
	"3rd month"	"03"	"2018"	"2018"	"18 weeks"	"18"	"8"	"8"	0
	"3rd month"	"03"	"2018"	"2018"	"18 weeks"	"18"	"9"	"9"	0
	"3rd month"	"03"	"2018"	"2018"	"18 weeks"	"18"	"10"	"10"	0
"Total"	"3rd month"	"03"	"2018"	"2018"	"18 weeks"	"18"			97
	"3rd month"	"03"	"2018"	"2018"	"19 weeks"	"19"	"0"	"0"	11
	"3rd month"	"03"	"2018"	"2018"	"19 weeks"	"19"	"1"	"1"	88
	"3rd month"	"03"	"2018"	"2018"	"19 weeks"	"19"	"2"	"2"	31
	"3rd month"	"03"	"2018"	"2018"	"19 weeks"	"19"	"3"	"3"	8
	"3rd month"	"03"	"2018"	"2018"	"19 weeks"	"19"	"4"	"4"	0
	"3rd month"	"03"	"2018"	"2018"	"19 weeks"	"19"	"5"	"5"	1
	"3rd month"	"03"	"2018"	"2018"	"19 weeks"	"19"	"6"	"6"	0
	"3rd month"	"03"	"2018"	"2018"	"19 weeks"	"19"	"7"	"7"	0
	"3rd month"	"03"	"2018"	"2018"	"19 weeks"	"19"	"8"	"8"	0
	"3rd month"	"03"	"2018"	"2018"	"19 weeks"	"19"	"9"	"9"	0
	"3rd month"	"03"	"2018"	"2018"	"19 weeks"	"19"	"10"	"10"	0
"Total"	"3rd month"	"03"	"2018"	"2018"	"19 weeks"	"19"			139
	"3rd month"	"03"	"2018"	"2018"	"20 weeks"	"20"	"0"	"0"	23
	"3rd month"	"03"	"2018"	"2018"	"20 weeks"	"20"	"1"	"1"	164
	"3rd month"	"03"	"2018"	"2018"	"20 weeks"	"20"	"2"	"2"	56
	"3rd month"	"03"	"2018"	"2018"	"20 weeks"	"20"	"3"	"3"	11
	"3rd month"	"03"	"2018"	"2018"	"20 weeks"	"20"	"4"	"4"	7
	"3rd month"	"03"	"2018"	"2018"	"20 weeks"	"20"	"5"	"5"	4
	"3rd month"	"03"	"2018"	"2018"	"20 weeks"	"20"	"6"	"6"	0
	"3rd month"	"03"	"2018"	"2018"	"20 weeks"	"20"	"7"	"7"	0
	"3rd month"	"03"	"2018"	"2018"	"20 weeks"	"20"	"8"	"8"	0
	"3rd month"	"03"	"2018"	"2018"	"20 weeks"	"20"	"9"	"9"	0
	"3rd month"	"03"	"2018"	"2018"	"20 weeks"	"20"	"10"	"10"	0
"Total"	"3rd month"	"03"	"2018"	"2018"	"20 weeks"	"20"			265
	"3rd month"	"03"	"2018"	"2018"	"21 weeks"	"21"	"0"	"0"	16
	"3rd month"	"03"	"2018"	"2018"	"21 weeks"	"21"	"1"	"1"	161
	"3rd month"	"03"	"2018"	"2018"	"21 weeks"	"21"	"2"	"2"	67
	"3rd month"	"03"	"2018"	"2018"	"21 weeks"	"21"	"3"	"3"	28
	"3rd month"	"03"	"2018"	"2018"	"21 weeks"	"21"	"4"	"4"	3
	"3rd month"	"03"	"2018"	"2018"	"21 weeks"	"21"	"5"	"5"	2
	"3rd month"	"03"	"2018"	"2018"	"21 weeks"	"21"	"6"	"6"	1
	"3rd month"	"03"	"2018"	"2018"	"21 weeks"	"21"	"7"	"7"	1
	"3rd month"	"03"	"2018"	"2018"	"21 weeks"	"21"	"8"	"8"	1
	"3rd month"	"03"	"2018"	"2018"	"21 weeks"	"21"	"9"	"9"	1
	"3rd month"	"03"	"2018"	"2018"	"21 weeks"	"21"	"10"	"10"	0
"Total"	"3rd month"	"03"	"2018"	"2018"	"21 weeks"	"21"			281
	"3rd month"	"03"	"2018"	"2018"	"22 weeks"	"22"	"0"	"0"	30
	"3rd month"	"03"	"2018"	"2018"	"22 weeks"	"22"	"1"	"1"	193
	"3rd month"	"03"	"2018"	"2018"	"22 weeks"	"22"	"2"	"2"	63
	"3rd month"	"03"	"2018"	"2018"	"22 weeks"	"22"	"3"	"3"	25
	"3rd month"	"03"	"2018"	"2018"	"22 weeks"	"22"	"4"	"4"	18
	"3rd month"	"03"	"2018"	"2018"	"22 weeks"	"22"	"5"	"5"	20
	"3rd month"	"03"	"2018"	"2018"	"22 weeks"	"22"	"6"	"6"	15
	"3rd month"	"03"	"2018"	"2018"	"22 weeks"	"22"	"7"	"7"	11
	"3rd month"	"03"	"2018"	"2018"	"22 weeks"	"22"	"8"	"8"	3
	"3rd month"	"03"	"2018"	"2018"	"22 weeks"	"22"	"9"	"9"	4
	"3rd month"	"03"	"2018"	"2018"	"22 weeks"	"22"	"10"	"10"	0
"Total"	"3rd month"	"03"	"2018"	"2018"	"22 weeks"	"22"			382
	"3rd month"	"03"	"2018"	"2018"	"23 weeks"	"23"	"0"	"0"	18
	"3rd month"	"03"	"2018"	"2018"	"23 weeks"	"23"	"1"	"1"	123
	"3rd month"	"03"	"2018"	"2018"	"23 weeks"	"23"	"2"	"2"	63
	"3rd month"	"03"	"2018"	"2018"	"23 weeks"	"23"	"3"	"3"	58
	"3rd month"	"03"	"2018"	"2018"	"23 weeks"	"23"	"4"	"4"	55
	"3rd month"	"03"	"2018"	"2018"	"23 weeks"	"23"	"5"	"5"	68
	"3rd month"	"03"	"2018"	"2018"	"23 weeks"	"23"	"6"	"6"	77
	"3rd month"	"03"	"2018"	"2018"	"23 weeks"	"23"	"7"	"7"	79
	"3rd month"	"03"	"2018"	"2018"	"23 weeks"	"23"	"8"	"8"	60
	"3rd month"	"03"	"2018"	"2018"	"23 weeks"	"23"	"9"	"9"	16
	"3rd month"	"03"	"2018"	"2018"	"23 weeks"	"23"	"10"	"10"	0
"Total"	"3rd month"	"03"	"2018"	"2018"	"23 weeks"	"23"			617
	"3rd month"	"03"	"2018"	"2018"	"24 weeks"	"24"	"0"	"0"	10
	"3rd month"	"03"	"2018"	"2018"	"24 weeks"	"24"	"1"	"1"	65
	"3rd month"	"03"	"2018"	"2018"	"24 weeks"	"24"	"2"	"2"	44
	"3rd month"	"03"	"2018"	"2018"	"24 weeks"	"24"	"3"	"3"	52
	"3rd month"	"03"	"2018"	"2018"	"24 weeks"	"24"	"4"	"4"	56
	"3rd month"	"03"	"2018"	"2018"	"24 weeks"	"24"	"5"	"5"	75
	"3rd month"	"03"	"2018"	"2018"	"24 weeks"	"24"	"6"	"6"	115
	"3rd month"	"03"	"2018"	"2018"	"24 weeks"	"24"	"7"	"7"	168
	"3rd month"	"03"	"2018"	"2018"	"24 weeks"	"24"	"8"	"8"	126
	"3rd month"	"03"	"2018"	"2018"	"24 weeks"	"24"	"9"	"9"	64
	"3rd month"	"03"	"2018"	"2018"	"24 weeks"	"24"	"10"	"10"	1
"Total"	"3rd month"	"03"	"2018"	"2018"	"24 weeks"	"24"			776
	"3rd month"	"03"	"2018"	"2018"	"25 weeks"	"25"	"0"	"0"	9
	"3rd month"	"03"	"2018"	"2018"	"25 weeks"	"25"	"1"	"1"	50
	"3rd month"	"03"	"2018"	"2018"	"25 weeks"	"25"	"2"	"2"	34
	"3rd month"	"03"	"2018"	"2018"	"25 weeks"	"25"	"3"	"3"	42
	"3rd month"	"03"	"2018"	"2018"	"25 weeks"	"25"	"4"	"4"	57
	"3rd month"	"03"	"2018"	"2018"	"25 weeks"	"25"	"5"	"5"	91
	"3rd month"	"03"	"2018"	"2018"	"25 weeks"	"25"	"6"	"6"	130
	"3rd month"	"03"	"2018"	"2018"	"25 weeks"	"25"	"7"	"7"	208
	"3rd month"	"03"	"2018"	"2018"	"25 weeks"	"25"	"8"	"8"	191
	"3rd month"	"03"	"2018"	"2018"	"25 weeks"	"25"	"9"	"9"	99
	"3rd month"	"03"	"2018"	"2018"	"25 weeks"	"25"	"10"	"10"	0
"Total"	"3rd month"	"03"	"2018"	"2018"	"25 weeks"	"25"			911
	"3rd month"	"03"	"2018"	"2018"	"26 weeks"	"26"	"0"	"0"	10
	"3rd month"	"03"	"2018"	"2018"	"26 weeks"	"26"	"1"	"1"	44
	"3rd month"	"03"	"2018"	"2018"	"26 weeks"	"26"	"2"	"2"	19
	"3rd month"	"03"	"2018"	"2018"	"26 weeks"	"26"	"3"	"3"	44
	"3rd month"	"03"	"2018"	"2018"	"26 weeks"	"26"	"4"	"4"	36
	"3rd month"	"03"	"2018"	"2018"	"26 weeks"	"26"	"5"	"5"	60
	"3rd month"	"03"	"2018"	"2018"	"26 weeks"	"26"	"6"	"6"	132
	"3rd month"	"03"	"2018"	"2018"	"26 weeks"	"26"	"7"	"7"	255
	"3rd month"	"03"	"2018"	"2018"	"26 weeks"	"26"	"8"	"8"	251
	"3rd month"	"03"	"2018"	"2018"	"26 weeks"	"26"	"9"	"9"	131
	"3rd month"	"03"	"2018"	"2018"	"26 weeks"	"26"	"10"	"10"	0
"Total"	"3rd month"	"03"	"2018"	"2018"	"26 weeks"	"26"			982
	"3rd month"	"03"	"2018"	"2018"	"27 weeks"	"27"	"0"	"0"	4
	"3rd month"	"03"	"2018"	"2018"	"27 weeks"	"27"	"1"	"1"	29
	"3rd month"	"03"	"2018"	"2018"	"27 weeks"	"27"	"2"	"2"	25
	"3rd month"	"03"	"2018"	"2018"	"27 weeks"	"27"	"3"	"3"	42
	"3rd month"	"03"	"2018"	"2018"	"27 weeks"	"27"	"4"	"4"	41
	"3rd month"	"03"	"2018"	"2018"	"27 weeks"	"27"	"5"	"5"	69
	"3rd month"	"03"	"2018"	"2018"	"27 weeks"	"27"	"6"	"6"	130
